row tindex
time
outputvalue
force
0
20/40/18
319.0
3130.85
1
20/40/20
-181.0
-1774.15
2
20/40/22
578.0
5671.64
3
20/40/24
285.0
2797.31
4
20/40/25
-63.0
-616.57
5
20/40/27
212.0
2081.18
6
20/40/29
152.0
1492.58
7
20/40/31
191.0
1875.17
8
20/40/33
432.0
4239.38
9
20/40/34
218.0
2140.04
10
20/40/36
229.0
2247.95
11
20/40/38
82.0
805.88
12
20/40/40
-260.0
-2549.14
13
20/40/42
-112.0
-1097.26
14
20/40/43
136.0
1335.62
15
20/40/45
256.0
2512.82
