row tindex
time
outputvalue
force
0
21/06/24
-536.0
-5256.7
1
21/06/26
-52.0
-508.66
2
21/06/28
106.0
1041.32
3
21/06/30
-503.0
-4932.97
4
21/06/31
9.0
89.75
5
21/06/33
-602.0
-5904.16
6
21/06/35
-547.0
-5364.61
7
21/06/37
-113.0
-1107.07
8
21/06/39
-335.0
-3284.89
9
21/06/40
160.0
1571.06
