row tindex
time
outputvalue
force
0
20/33/54
766.0
7515.92
1
20/33/56
526.0
5161.52
2
20/33/58
445.0
4366.91
3
20/34/00
298.0
2924.84
4
20/34/02
64.0
629.3
5
20/34/03
840.0
8241.86
6
20/34/05
747.0
7329.53
7
20/34/07
849.0
8330.15
8
20/34/09
527.0
5171.33
9
20/34/11
467.0
4582.73
10
20/34/13
428.0
4200.14
11
20/34/15
440.0
4317.86
12
20/34/17
808.0
7927.94
