row tindex
time
outputvalue
force
0
21/57/33
-324.0
-3176.98
1
21/57/35
444.0
4357.1
2
21/57/36
195.0
1914.41
3
21/57/38
-330.0
-3235.84
4
21/57/40
86.0
845.12
5
21/57/42
843.0
8271.29
6
21/57/44
-157.0
-1538.71
7
21/57/45
-158.0
-1548.52
8
21/57/47
65.0
639.11
9
21/57/49
122.0
1198.28
10
21/57/51
754.0
7398.2
11
21/57/53
59.0
580.25
12
21/57/55
-178.0
-1744.72
13
21/57/56
100.0
982.46
14
21/57/58
55.0
541.01
15
21/58/00
262.0
2571.68
16
21/58/02
193.0
1894.79
17
21/58/04
555.0
5446.01
18
21/58/05
76.0
747.02
19
21/58/07
187.0
1835.93
20
21/58/09
90.0
884.36
21
21/58/11
-18.0
-175.12
22
21/58/13
-73.0
-714.67
23
21/58/14
523.0
5132.09
24
21/58/16
186.0
1826.12
25
21/58/18
-373.0
-3657.67
26
21/58/20
-381.0
-3736.15
27
21/58/22
354.0
3474.2
28
21/58/23
138.0
1355.24
29
21/58/25
134.0
1316.0
30
21/58/27
271.0
2659.97
31
21/58/29
7.0
70.13
32
21/58/31
296.0
2905.22
33
21/58/32
285.0
2797.31
34
21/58/34
595.0
5838.41
35
21/58/36
-154.0
-1509.28
36
21/58/38
233.0
2287.19
37
21/58/40
-184.0
-1803.58
38
21/58/42
106.0
1041.32
39
21/58/43
514.0
5043.8
40
21/58/45
126.0
1237.52
41
21/58/47
-47.0
-459.61
42
21/58/49
88.0
864.74
43
21/58/51
487.0
4778.93
44
21/58/52
346.0
3395.72
45
21/58/54
706.0
6927.32
46
21/58/56
14.0
138.8
47
21/58/58
258.0
2532.44
48
21/59/00
507.0
4975.13
49
21/59/01
223.0
2189.09
50
21/59/03
360.0
3533.06
51
21/59/05
-418.0
-4099.12
52
21/59/07
522.0
5122.28
53
21/59/09
-34.0
-332.08
54
21/59/10
405.0
3974.51
55
21/59/12
-56.0
-547.9
56
21/59/14
169.0
1659.35
57
21/59/16
125.0
1227.71
58
21/59/18
10.0
99.56
59
21/59/19
161.0
1580.87
60
21/59/21
259.0
2542.25
61
21/59/23
488.0
4788.74
62
21/59/25
-189.0
-1852.63
63
21/59/27
101.0
992.27
64
21/59/28
10.0
99.56
65
21/59/30
460.0
4514.06
66
21/59/32
-8.0
-77.02
67
21/59/34
-28.0
-273.22
68
21/59/36
-12.0
-116.26
69
21/59/38
513.0
5033.99
70
21/59/39
453.0
4445.39
71
21/59/41
-105.0
-1028.59
72
21/59/43
-45.0
-439.99
73
21/59/45
-187.0
-1833.01
74
21/59/46
-148.0
-1450.42
75
21/59/48
71.0
697.97
76
21/59/50
41.0
403.67
77
21/59/52
50.0
491.96
78
21/59/54
232.0
2277.38
79
21/59/56
369.0
3621.35
80
21/59/57
530.0
5200.76
81
21/59/59
155.0
1522.01
82
22/00/01
235.0
2306.81
83
