row tindex
time
outputvalue
force
0
09/59/55
75.0
0.0
1
09/59/57
-1779.0
0.09
2
10/00/00
-2205.0
0.12
3
10/00/02
-128.0
0.01
4
10/00/04
-1269.0
0.07
5
10/00/06
-1563.0
0.08
6
10/00/08
-2677.0
0.14
7
10/00/09
-2729.0
0.14
8
10/00/11
-3135.0
0.16
9
10/00/13
-3234.0
0.17
10
10/00/15
-3136.0
0.16
11
10/00/17
-2721.0
0.14
12
10/00/18
-3479.0
0.18
13
10/00/20
-3130.0
0.16
14
10/00/22
-3366.0
0.17
15
10/00/24
-3354.0
0.17
16
10/00/26
-3286.0
0.17
17
10/00/27
-2958.0
0.15
18
10/00/29
-3382.0
0.17
19
10/00/31
-3128.0
0.16
20
10/00/33
-3475.0
0.18
21
10/00/36
-2782.0
0.14
22
10/00/38
-2728.0
0.14
23
10/00/40
-2629.0
0.14
24
10/00/42
-2645.0
0.14
25
10/00/44
-4570.0
0.23
26
10/00/45
-4969.0
0.25
27
10/00/47
-5653.0
0.29
28
10/00/49
-4033.0
0.21
29
10/00/51
-3467.0
0.18
30
10/00/53
-2103.0
0.11
31
10/00/54
-2910.0
0.15
32
10/00/56
-2602.0
0.13
33
10/00/58
-2580.0
0.13
34
10/01/00
1983.0
-0.09
35
10/01/02
-1218.0
0.07
36
10/01/04
-1152.0
0.06
37
10/01/05
-1482.0
0.08
38
10/01/07
-1590.0
0.08
39
10/01/09
-1431.0
0.08
40
10/01/11
-1486.0
0.08
41
10/01/13
-1379.0
0.07
42
10/01/14
-1560.0
0.08
43
10/01/16
-1388.0
0.07
44
10/01/18
-1274.0
0.07
45
10/01/20
-1401.0
0.08
46
10/01/22
-1648.0
0.09
47
10/01/23
-1618.0
0.09
48
10/01/25
-1323.0
0.07
49
10/01/27
-1420.0
0.08
50
10/01/29
-1186.0
0.06
51
10/01/31
-1836.0
0.1
52
10/01/32
-1634.0
0.09
53
10/01/34
-1793.0
0.09
54
10/01/36
-1680.0
0.09
55
10/01/38
-1811.0
0.1
56
10/01/40
-2024.0
0.11
57
10/01/41
-1502.0
0.08
58
10/01/43
-1636.0
0.09
59
10/01/45
-1988.0
0.1
60
10/01/47
-1831.0
0.1
61
10/01/49
-1572.0
0.08
62
10/01/50
-1584.0
0.08
63
10/01/52
-1583.0
0.08
64
10/01/54
-1678.0
0.09
65
10/01/56
-1759.0
0.09
66
10/01/58
-1656.0
0.09
67
10/01/59
-1209.0
0.07
68
10/02/01
-1622.0
0.09
69
10/02/03
-1806.0
0.1
70
10/02/05
-2157.0
0.11
71
10/02/07
-1422.0
0.08
72
10/02/09
-1268.0
0.07
73
10/02/10
-1823.0
0.1
74
10/02/12
-1806.0
0.1
75
10/02/14
-2008.0
0.11
76
10/02/16
-1631.0
0.09
77
10/02/18
-2163.0
0.11
78
10/02/20
-1682.0
0.09
79
10/02/21
-1548.0
0.08
80
10/02/23
-1852.0
0.1
81
10/02/25
-1615.0
0.09
82
10/02/27
-1432.0
0.08
83
10/02/29
-2002.0
0.11
84
10/02/30
-1955.0
0.1
85
10/02/32
-1517.0
0.08
86
10/02/34
-1504.0
0.08
87
10/02/36
-1446.0
0.08
88
10/02/38
-1686.0
0.09
89
10/02/39
-1543.0
0.08
90
10/02/41
-1844.0
0.1
91
10/02/43
-3628.0
0.19
92
10/02/45
-8888.0
0.45
93
10/02/47
-7931.0
0.4
94
10/02/49
-3918.0
0.2
95
10/02/51
-181.0
0.01
96
10/02/52
-3065.0
0.16
97
10/02/54
-9669.0
0.49
98
10/02/56
-6753.0
0.34
99
10/02/58
-4388.0
0.22
100
10/03/00
-395.0
0.03
101
10/03/01
1236.0
-0.06
102
10/03/03
-4288.0
0.22
103
10/03/05
-7956.0
0.4
104
10/03/07
-5758.0
0.29
105
10/03/09
-6758.0
0.34
106
10/03/10
-5991.0
0.3
107
10/03/12
-7311.0
0.37
108
10/03/14
-5351.0
0.27
109
10/03/16
-283.0
0.02
110
10/03/18
2054.0
-0.1
111
10/03/20
1636.0
-0.08
