row tindex
time
outputvalue
force
0
10/14/05
-306.0
0.02
1
10/14/07
-262.0
0.02
2
10/14/09
-141.0
0.01
3
10/14/11
284.0
-0.01
4
10/14/13
-335.0
0.02
5
10/14/14
-283.0
0.02
6
10/14/16
-375.0
0.02
7
10/14/18
-360.0
0.02
8
10/14/20
-315.0
0.02
9
10/14/22
-287.0
0.02
10
10/14/23
-288.0
0.02
11
10/14/25
-275.0
0.02
12
10/14/27
-429.0
0.03
13
10/14/29
-306.0
0.02
14
10/14/31
-230.0
0.02
15
10/14/32
-393.0
0.03
16
10/14/34
-527.0
0.03
17
10/14/36
-455.0
0.03
18
10/14/38
-172.0
0.01
19
10/14/40
-85.0
0.01
20
10/14/41
-239.0
0.02
21
10/14/43
-14.0
0.01
22
10/14/45
-185.0
0.01
23
10/14/47
-300.0
0.02
24
10/14/49
-372.0
0.02
25
10/14/51
-514.0
0.03
26
10/14/53
-727.0
0.04
27
10/14/54
-309.0
0.02
28
10/14/56
-661.0
0.04
29
10/14/58
-470.0
0.03
30
10/15/00
-393.0
0.03
31
10/15/02
-494.0
0.03
32
10/15/03
-523.0
0.03
33
10/15/05
-903.0
0.05
34
10/15/07
-488.0
0.03
35
10/15/09
-673.0
0.04
36
10/15/11
-4514.0
0.23
37
10/15/12
-9243.0
0.46
38
10/15/14
-5980.0
0.3
39
10/15/16
-3254.0
0.17
40
10/15/18
921.0
-0.04
41
10/15/20
-2139.0
0.11
42
10/15/21
-7583.0
0.38
43
10/15/23
-8281.0
0.42
44
10/15/25
-5354.0
0.27
45
10/15/27
-2161.0
0.11
46
10/15/29
1392.0
-0.06
47
10/15/30
457.0
-0.02
48
10/15/32
-5323.0
0.27
49
10/15/34
-8359.0
0.42
50
10/15/36
-5921.0
0.3
51
10/15/38
-2471.0
0.13
52
10/15/39
1111.0
-0.05
53
10/15/41
-2809.0
0.15
54
10/15/43
-7544.0
0.38
55
10/15/45
-6442.0
0.33
56
10/15/47
-4665.0
0.24
57
10/15/49
297.0
-0.01
58
10/15/50
-1319.0
0.07
59
10/15/52
-7180.0
0.36
60
10/15/54
-8145.0
0.41
61
10/15/56
-5856.0
0.3
62
10/15/58
-1008.0
0.06
63
10/15/59
1395.0
-0.06
64
10/16/01
-1531.0
0.08
65
10/16/03
-6738.0
0.34
66
10/16/05
-8045.0
0.41
67
10/16/07
-5325.0
0.27
68
10/16/08
-1135.0
0.06
69
10/16/10
140.0
-0.0
70
10/16/12
-1237.0
0.07
71
10/16/14
-3177.0
0.16
72
10/16/16
-5170.0
0.26
73
10/16/17
-1884.0
0.1
74
10/16/19
-5869.0
0.3
75
10/16/21
-1241.0
0.07
76
10/16/23
-5446.0
0.28
77
10/16/25
-4645.0
0.24
78
10/16/26
-1257.0
0.07
79
10/16/28
-5480.0
0.28
80
10/16/30
-4238.0
0.22
81
10/16/32
-2913.0
0.15
82
